t401	*
	
24/07/2017 12:40	
RT 2	
	Rat_102_ChR2_MT-partial-5mW_21-07-2017_sea1
t0	*
t1	*
t2	157
t3	246
t4	*
t5	*
t6	5
t7	*
t8	78
t9	*
t10	547
t11	*
t12	175
t13	*
t14	*
t15	*
t16	*
t17	*
t18	220
t19	198
t20	279
t21	*
t22	*
t23	173
t24	*
t25	*
t26	*
t27	*
t28	256
t29	*
t30	151
t31	*
t32	*
t33	*
t34	*
t35	269
t36	211
t37	*
t38	*
t39	14
t40	206
t41	*
t42	*
t43	143
t44	*
t45	*
t46	*
t47	*
t48	218
t49	214
t50	*
t51	155
t52	*
t53	*
t54	190
t55	363
t56	232
t57	*
t58	*
t59	*
t60	*
t61	224
t62	*
t63	*
t64	367
t65	*
t66	245
t67	175
t68	*
t69	219
t70	*
t71	204
t72	*
t73	205
t74	*
t75	*
t76	210
t77	*
t78	65
t79	294
t80	*
t81	*
t82	221
t83	220
t84	*
t85	*
t86	199
t87	*
t88	187
t89	*
t90	*
t91	234
t92	*
t93	230
t94	*
t95	*
t96	*
t97	*
t98	140
t99	226
t100	249
t101	903
t102	218
t103	173
t104	165
t105	591
t106	*
t107	271
t108	249
t109	233
t110	*
t111	*
t112	*
t113	*
t114	*
t115	211
t116	167
t117	219
t118	*
t119	*
t120	*
t121	221
t122	*
t123	217
t124	*
t125	*
t126	*
t127	222
t128	206
t129	258
t130	*
t131	*
t132	*
t133	*
t134	*
t135	*
t136	*
t137	*
t138	184
t139	199
t140	*
t141	*
t142	*
t143	232
t144	216
t145	*
t146	242
t147	*
t148	*
t149	203
t150	*
t151	*
t152	*
t153	271
t154	230
t155	*
t156	227
t157	*
t158	*
t159	*
t160	*
t161	*
t162	*
t163	*
t164	*
t165	*
t166	*
t167	*
t168	207
t169	*
t170	*
t171	233
t172	164
t173	*
t174	228
t175	196
t176	328
t177	*
t178	223
t179	*
t180	*
t181	*
t182	*
t183	191
t184	*
t185	*
t186	*
t187	*
t188	277
t189	*
t190	*
t191	260
t192	220
t193	*
t194	243
t195	*
t196	*
t197	*
t198	307
t199	125
t200	199
t201	*
t202	*
t203	*
t204	201
t205	*
t206	191
t207	226
